"WaterYear","flow_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","H_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","DIC_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux"
1980,732.249,10042.46295,2301.7737,1531.8549,7092.80905,-888.88,-888.88,-888.88,-888.88,130.5233,82.0058834156999,43913.3485,9300.12325,5580.39605,18.3357,-888.88,-888.88,-888.88,-888.88,37152.5215,-888.88,-888.88,-888.88
1981,1070.086,12773.1211,2978.6461,1448.2978,9416.8629,-888.88,-888.88,-888.88,-888.88,152.5318,106.037931876779,62562.3815,6225.87185,4718.4786,42.9626,-888.88,-888.88,-888.88,-888.88,58446.822,-888.88,-888.88,-888.88
1982,803.3,9313.0467,2181.34955,1122.907,7166.67275,-888.88,-888.88,-888.88,-888.88,108.52055,73.2175201373199,45887.426,3723.67475,3759.8911,26.8321,-888.88,-888.88,-888.88,-888.88,40346.894,-888.88,-888.88,-888.88
1983,996.942,10829.80965,2424.88305,1453.4615,8088.2963,-888.88,-888.88,-888.88,-888.88,147.986,88.6265961762113,52616.9755,1622.22975,4532.1456,50.9877,-888.88,-888.88,-888.88,-888.88,45714.8125,-888.88,-888.88,-888.88
1984,648.289,7306.0851,1724.407,1058.4625,5969.3506,-888.88,-888.88,-888.88,-888.88,95.05945,53.5502066612262,34805.101,3331.34905,3187.5191,30.97735,-888.88,-888.88,-888.88,-888.88,32136.026,-888.88,-888.88,-888.88
1985,859.931,9235.9747,2180.222,1236.0474,6982.6701,-888.88,-888.88,-888.88,-888.88,180.14375,87.9053373280703,44337.415,3222.805,3365.6298,50.6944,-888.88,-888.88,-888.88,-888.88,39068.24,-888.88,-888.88,-888.88
1986,791.519,9022.89865,2162.8294,1175.9829,7256.5053,-888.88,-888.88,-888.88,-888.88,193.8764,64.2770790558807,41352.56795,4625.81265,2801.9187,40.32025,-888.88,-888.88,-888.88,-888.88,40327.363,-888.88,-888.88,-888.88
1987,716.706,8039.2019,2155.66405,1074.26175,7301.18965,-888.88,-888.88,-888.88,-888.88,146.70225,53.1599462122395,37710.4085,3686.0643,3284.7569,63.36595,-888.88,-888.88,-888.88,-888.88,37396.733,-888.88,-888.88,-888.88
1988,641.841,7701.6967,2013.58655,1096.1981,6637.6846,-888.88,-888.88,-888.88,-888.88,132.28005,52.6082549520194,34468.685,6063.9548,3533.1062,5.16505,-888.88,-888.88,-888.88,-888.88,30831.2165,-888.88,-888.88,-888.88
1989,1007.272,11725.724,2816.8531,1550.2612,9940.71405,-888.88,-888.88,-888.88,-888.88,246.2218,92.3313318665835,52946.0795,10438.79085,4861.87745,66.62805,-888.88,-888.88,-888.88,-888.88,50581.9705,-888.88,-888.88,-888.88
1990,1083.805,12395.5971,3083.85315,1468.2976,9949.8729,-888.88,-888.88,-888.88,-888.88,249.05545,92.3535793577489,55657.8605,9262.9317,4687.6999,70.8775,-888.88,-888.88,-888.88,-888.88,54459.807,-888.88,-888.88,-888.88
1991,837.347,8953.14095,2306.1543,1019.3857,7387.2388,-888.88,-888.88,-888.88,-888.88,214.48615,68.1576265463458,42965.885,3038.9267,3393.2084,23.62725,-888.88,-888.88,-888.88,-888.88,40324.6765,-888.88,-888.88,-888.88
1992,874.858,8802.01205,2284.05035,917.08365,7930.34185,-888.88,-888.88,-888.88,-888.88,275.2455,70.0083896767724,43626.829,2112.6802,3463.37215,3.9482,-888.88,-888.88,-888.88,-888.88,42260.0905,-888.88,-888.88,-888.88
1993,851.037,8375.1252,2101.29825,980.49215,7607.6588,-888.88,-888.88,-888.88,-888.88,135.8513,73.2324882432778,42901.59495,1392.05185,4482.28975,0.25225,-888.88,-888.88,-888.88,-888.88,39426.736,-888.88,-888.88,-888.88
1994,566.186,6024.4383,1573.518,642.33015,6140.45735,-888.88,-888.88,-888.88,-888.88,88.33945,35.1719789269408,28930.19295,1932.8207,2857.3221,0.9066,-888.88,-888.88,-888.88,-888.88,31326.845,-888.88,-888.88,-888.88
1995,1280.515,11817.13925,3050.8401,1587.48505,11866.2791,-888.88,-888.88,-888.88,-888.88,148.35375,110.437016372199,59242.088,3109.9661,8012.1455,0.4015,-888.88,-888.88,-888.88,-888.88,60771.5414,-888.88,-888.88,-888.88
1996,1105.227,9325.9216,2390.01925,1502.13725,9331.77725,-888.88,-888.88,-888.88,-888.88,125.05505,90.1744265567785,46636.3343,2320.37375,5509.7733,0,-888.88,-888.88,-888.88,5866.72184204175,47462.9595,-888.88,-888.88,-888.88
1997,705.479,6151.8458,1676.1162,963.60725,6328.43515,-888.88,-888.88,-888.88,-888.88,118.39025,40.6072275481858,30432.55965,1803.6261,2637.0248,4.9342,16664.9043,-888.88,-888.88,3344.86595283625,34906.504,-888.88,-888.88,-888.88
1998,949.917,9759.2351,2476.39655,1378.41885,9156.0108,-888.88,-888.88,-888.88,-888.88,99.59715,65.1945009651861,38499.3604,13858.82505,4146.65945,0,17787.66575,-888.88,-888.88,4035.53746604575,50127.267,-888.88,-888.88,-888.88
1999,1057.906,9880.4138,2620.7494,1503.96175,9868.78215,-888.88,-888.88,-888.88,-888.88,105.7906,78.7792228167048,43927.73515,11146.0499,5113.29705,0.7852,18355.313225,-888.88,-888.88,4873.9604775795,54171.102,-888.88,-888.88,-888.88
2000,613.573,5433.8394,1501.95095,906.0097,5713.4074,-888.88,-888.88,-888.88,-888.88,61.6869,34.4134085800181,26354.385,3781.64265,2400.96315,0.07325,10884.82235,-888.88,-888.88,3021.7844549515,32151.206,-888.88,-888.88,-888.88
2001,708.185,6040.16175,1590.0663,941.65665,6573.79535,-888.88,-888.88,-888.88,-888.88,72.40575,46.2616769350477,30077.84245,1793.6897,3645.202,10.1584,12570.28375,-888.88,-888.88,3307.3812556375,35005.7795,-888.88,-888.88,-888.88
2002,593.072,5002.9539,1334.27625,786.2666,5656.3631,-888.88,-888.88,-888.88,-888.88,59.3072,35.2802912273566,25293.5878,1658.8374,3010.31005,0.1745,10527.028,-888.88,-888.88,2879.67014965675,28885.1185,-888.88,-888.88,-888.88
2003,1126.507,8877.4051,2264.50105,1126.7912,10150.07385,-888.88,-888.88,-888.88,-888.88,117.77045,77.0255365334018,45163.76445,1885.75675,5874.15,0,19995.49925,-888.88,-888.88,5262.86788192425,53024.8675,-888.88,-888.88,-888.88
2004,928.553,7126.8331,2009.5977,956.96045,8817.83735,-888.88,-888.88,-888.88,-888.88,92.8553,46.5291125529162,36995.05195,1716.68905,4177.7083,0,16481.81575,-888.88,-888.88,4770.26755901625,44195.325,-888.88,-888.88,-888.88
2005,1185.359,8736.21785,2395.9559,1115.9212,10672.51995,-888.88,-888.88,-888.88,-888.88,118.5359,53.4832247716817,44635.60255,1034.3283,5278.06275,0,21040.12225,-888.88,-888.88,5493.10913582825,53964.832,-888.88,-888.88,-888.88
2006,940.373,6819.5838,1965.6881,1187.6503,8152.2973,-888.88,-888.88,-888.88,-888.88,94.0373,45.0277927513054,33596.72135,3739.9517,3699.94675,0,16691.62075,-888.88,-888.88,4165.55047765975,42961.753,-888.88,-888.88,-888.88
2007,1020.284,7442.90385,2227.985,1184.82955,8957.9054,-888.88,-888.88,-888.88,-888.88,104.4974,42.7627956304656,36835.67555,2969.8672,3612.55435,0,18110.041,-888.88,-888.88,4558.55950956225,49670.622,-888.88,-888.88,-888.88
2008,1035.274,7257.7612,2139.39125,840.5021,8520.64135,-888.88,-888.88,-888.88,-888.88,103.5274,38.1541435681543,35705.6751,1558.4382,3305.4645,0,18376.1135,-888.88,-888.88,5250.49219352175,52029.119,-888.88,-888.88,-888.88
2009,1089.285,7432.10455,2195.8113,1067.05965,8917.88365,-888.88,-888.88,-888.88,-888.88,108.9285,31.6089362042011,34805.90835,990.70605,3647.32535,0,19334.80875,-888.88,-888.88,4523.7511368065,54692.139,-888.88,-888.88,-888.88
2010,1268.044,8625.73565,2578.90435,1603.78345,10349.25235,-888.88,-888.88,-888.88,-888.88,126.8044,50.8237033948074,38116.77735,3221.4214,4959.2847,0,22507.781,-888.88,-888.88,5483.048896867,62245.153,-888.88,-888.88,-888.88
2011,1178.391,7774.84715,2256.16795,1233.56975,9900.3102,-888.88,819.3345,540.629975,-888.88,117.8391,34.8480782866663,33829.07195,3105.7076,3906.90465,0,20916.44025,-888.88,-888.88,4853.52464691375,61637.0835,-888.88,-888.88,-888.88
2012,991.097,6593.80045,2002.41125,1130.42175,9395.8583,-888.88,615.4511,391.6159,-888.88,84.713,22.4210681423425,28426.27785,4025.4071,3953.3876,11.6302,19318.104625,-888.88,-888.88,4746.37888306,53938.65425,-888.88,-888.88,-888.88
2013,1002.217,7558.27205,2312.13195,1647.2748,9700.98375,-888.88,768.90725,369.74695,1264.8835,51.2463,28.8601903447145,25959.2767,14509.2042,3922.00795,5.50605,21702.1123,4083.1101,781.2334,4634.31731584575,54104.2411,90.8704,16.8254,316.9399
2014,711.369,4968.15515,1470.3842,1125.3954,6028.2655,-888.88,591.05025,364.465,1255.57285,48.8754,21.2887939998656,17919.0031,4911.2117,3444.95925,0.4542,19220.70995,1718.3893,598.65325,3672.41791066738,38079.1747,65.1326,49.37855,220.9385
2015,882.753,5477.072075,1514.67555,1031.9372,7665.1412,-888.88,611.960775,389.66595,1357.25365,31.43675,22.3325040336357,22230.5827,1720.9529,4127.38535,0.9933,23752.505125,1113.38525,781.3627,4343.39789414875,45462.2602,42.60525,43.157825,268.3051
2016,699.84,4052.62855,1229.1249,942.3256,5142.4155,-888.88,569.8501,247.96445,1157.11695,32.48505,16.9852673905593,16465.13855,1745.68095,3030.01245,0,18260.7087,957.0773,553.6436,3387.49364429775,34333.1854,20.00155,51.2522,223.8637
2017,924.314,5235.87695,1544.05075,1512.19675,7033.08705,-888.88,905.14945,467.67815,1705.38005,57.02105,27.1730669228144,22051.4551,1482.94945,4772.61155,0,30798.1245,1182.5525,860.3029,6312.49636636813,44247.40095,37.9412,59.2897,397.36245
2018,1181.713,6170.82705,1833.87185,1579.254,7625.684,-888.88,1103.37465,586.8192,2134.72265,119.91705,26.8847698278121,25044.40355,2634.702,4894.7824,4.7723,37042.58005,1580.0822,1015.7594,5835.91192106525,54044.4626,90.19435,59.52285,355.0141
